aluminum foil,$1.99,75 sq ft,Boulder,$2.49,75 sq ft,Kroger, regular strength; best price seen: 1.69 w/ card,N/A,,,2.45,75 sq ft,Publix, regular strength,$2.97,90 sq ft,Great Value
apple juice,$1.69,64 fl oz,Nature's Nectar,$1.50,64 fl oz,Kroger Value,$2.99,64 fl oz,TJ, regular,$2.69,64 oz,Publix Premium, not from concentrate,$2.68,96 fl oz,Great Value, from concentrate
apple sauce,$1.29,25 oz,Sweet Harvest, regular or cinnamon,$2.89,50 oz,Kroger, classic, cinnamon and no sugar added,$1.99,25 oz,TJ, unsweetened,$2.50,46 oz,Mott's, original, no sugar added (natural) or cinnamon,$1.98,48 oz,Great Value, original or cinnamon
apples,$2.99,3 lbs,Washington apples, various growers,$5.79,5 lbs,Kroger,$2.99,2 lbs,Various growers,$4.99,3 lbs,Various growers,$3.57,3 lbs,Washington State,  other growers
apples,$3.29,3 lbs,Washington apples, various growers; Red Delicious, Golden Delicious, Fuji, Granny Smith,$3.99,3 lbs,Kroger, Golden Delicious,$2.49,2 lbs,Various growers, Granny Smith,$3.99,3 lbs,Various growers,$5.57,5 lbs,Various growers, Red Delicious
bacon,$2.99,16 oz,Appleton Farms,$3.79,12 oz,Gwaltney; best price seen: 2.00 w/ card,$3.99,12 oz,TJ, center cut seasoned, uncured,$4.99,16 oz,Publix, original or low sodium,$3.50,16 oz,Smithfield, assorted flavors
bagles,$1.49,20 oz,L'oven Fresh, 6 ct,$2.19,22 oz,Kroger, 6 ct; best price seen: 1.79 w/ card,$2.49,22 oz,TJ, 6 ct.,$2.00,20 oz,Publix Premium, 6 bagles, also cinnamon-raisin, onion and multi-grain, (= 2 for $4),$2.48,22 oz,Nature's Own, 6 ct
baguette rolls,N/A,,,$4.19,11.25 oz,Sister Schubert,,,,$3.69,14 oz,Pepperidge Farm, 8 French dinner rolls or 6 mini baguettes,,,
baguette,N/A,,,$1.50,16 oz,Kroger Bakery ("Just Bake It"),$1.99,16 oz,TJ Artisan Bread, baguette,$2.19,12 oz,Publix Bakery, french bread,$1.60,16 oz,The Bakery at Walmart
barbeque sauce,$0.89,18 oz,Burman's, original, hickory or honey,$1.00,18 oz,Kroger, assorted flavors, best price seen: 0.79 with card,$2.49,18 oz,TJ, KC style or all natural,$1.99,28 oz,Publix, original, honey and hickory,$1.46,18 oz,Kraft, assorted flavors
beef stew meat,$4.19,per lb,Cattlemen's Ranch, packaged at about 1.5 lbs,$2.74,per lb,Kroger, vacuum pack,N/A,,,$4.49,per lb,Publix Premium, "beef round chunks",$4.48,per lb,Steak House
beer,$5.99,6 pack,Wernesgrüner, Germany, 6 x 12 oz,$8.99,6 pack,Pilsener Urquell, Czech, 6 x 12 fl oz; best price seen: 7.99 w/ card,$8.99,6 pack,Stella Artois (Belgium) or Spaten (Germany), 6 x 12 fl oz,$7.99,6 pack,Warsteiner, Gemrnay,$8.47,6 pack,Becks, Germany, 6 x 12 oz
beer,N/A,,,$23.49,24 pack,Budweiser, 24 x 12 fl oz; best price seen: 17.99 w/ card,$3.99,6 pack,Simpler Times, lager, 6 x 12 fl oz,$19.99,24 pack,Budweiser, 24  x 12 fl oz,$19.97,30 pack,Budweiser, 30 x 12 oz
